Y,tau_future,score_raw,score_norm,direction,n_bull_sets,n_bear_sets,n_bull_firing,n_bear_firing,bull_weight_total,bear_weight_total,bull_weight_fired,bear_weight_fired,top_bull_conditions,top_bear_conditions,latest_date
QUAL,252,0.0,0.0,NEUTRAL,4,8,0,0,49.4392,89.1687,0.0,0.0,,,2026-06-03
QUAL,300,0.0,0.0,NEUTRAL,1,1,0,0,11.5378,9.2302,0.0,0.0,,,2026-06-03
SCHP,21,0.0,0.0,NEUTRAL,1,0,0,0,8.0003,0.0,0.0,0.0,,,2026-06-03
SCHP,63,0.0,0.0,NEUTRAL,5,0,0,0,76.0022,0.0,0.0,0.0,,,2026-06-03
SCHP,126,0.0,0.0,NEUTRAL,5,0,0,0,76.8281,0.0,0.0,0.0,,,2026-06-03
SCHP,252,0.0,0.0,NEUTRAL,18,4,0,0,275.8495,41.6243,0.0,0.0,,,2026-06-03
SCHP,300,0.0,0.0,NEUTRAL,16,3,0,0,238.8734,30.2537,0.0,0.0,,,2026-06-03
SGDUSD=X,63,0.0,0.0,NEUTRAL,3,0,0,0,30.6123,0.0,0.0,0.0,,,2026-06-03
SGDUSD=X,126,0.0,0.0,NEUTRAL,1,0,0,0,10.9671,0.0,0.0,0.0,,,2026-06-03
SGDUSD=X,252,0.0,0.0,NEUTRAL,5,2,0,0,107.3228,20.768,0.0,0.0,,,2026-06-03
SGDUSD=X,300,0.0,0.0,NEUTRAL,4,1,0,0,66.1055,9.3457,0.0,0.0,,,2026-06-03
SHY,21,0.0,0.0,NEUTRAL,3,0,0,0,26.3125,0.0,0.0,0.0,,,2026-06-03
SHY,63,0.0,0.0,NEUTRAL,7,0,0,0,88.5715,0.0,0.0,0.0,,,2026-06-03
SHY,126,0.0,0.0,NEUTRAL,10,0,0,0,151.0326,0.0,0.0,0.0,,,2026-06-03
SHY,252,0.0,0.0,NEUTRAL,8,1,0,0,103.9675,9.2302,0.0,0.0,,,2026-06-03
SHY,300,0.0,0.0,NEUTRAL,8,1,0,0,96.7707,9.2103,0.0,0.0,,,2026-06-03
SI=F,126,0.0,0.0,NEUTRAL,4,0,0,0,37.5233,0.0,0.0,0.0,,,2026-06-03
SI=F,252,0.0,0.0,NEUTRAL,12,0,0,0,250.3961,0.0,0.0,0.0,,,2026-06-03
SI=F,300,0.0,0.0,NEUTRAL,9,0,0,0,196.9898,0.0,0.0,0.0,,,2026-06-03
SIZE,63,0.0,0.0,NEUTRAL,0,4,0,0,0.0,35.5172,0.0,0.0,,,2026-06-03
SIZE,126,0.0,0.0,NEUTRAL,1,5,0,0,9.0905,48.3226,0.0,0.0,,,2026-06-03
SIZE,252,0.0,0.0,NEUTRAL,6,8,0,0,81.8136,110.5542,0.0,0.0,,,2026-06-03
SIZE,300,0.0,0.0,NEUTRAL,7,2,0,0,96.9934,20.7233,0.0,0.0,,,2026-06-03
SLV,63,0.0,0.0,NEUTRAL,2,0,0,0,13.3641,0.0,0.0,0.0,,,2026-06-03
SLV,126,0.0,0.0,NEUTRAL,3,0,0,0,29.4984,0.0,0.0,0.0,,,2026-06-03
SLV,252,0.0,0.0,NEUTRAL,12,0,0,0,249.772,0.0,0.0,0.0,,,2026-06-03
SLV,300,0.0,0.0,NEUTRAL,9,0,0,0,179.4955,0.0,0.0,0.0,,,2026-06-03
SOL-USD,21,0.0,0.0,NEUTRAL,2,0,0,0,15.8218,0.0,0.0,0.0,,,2026-06-03
SOL-USD,63,0.0,0.0,NEUTRAL,0,1,0,0,0.0,8.1383,0.0,0.0,,,2026-06-03
SOL-USD,126,-48.5057,-0.1653,BEARISH,16,9,0,4,197.4398,96.0111,0.0,48.5057,,"IBIT(t=252,q=0.5) & BITB(t=252,q=0.5) CPE=0.902 lift=3.01 n=122 | IBIT(t=252,q=0.5) & BITB(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.902 lift=3.01 n=122 | IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.967 lift=2.42 n=122",2026-06-03
SOL-USD,252,0.0,0.0,NEUTRAL,10,12,0,0,130.8366,145.8878,0.0,0.0,,,2026-06-03
SOL-USD,300,0.0,0.0,NEUTRAL,7,10,0,0,112.3352,111.5122,0.0,0.0,,,2026-06-03
SOXX,63,0.0,0.0,NEUTRAL,1,0,0,0,9.0352,0.0,0.0,0.0,,,2026-06-03
SOXX,252,0.0,0.0,NEUTRAL,4,0,0,0,41.3509,0.0,0.0,0.0,,,2026-06-03
SOYB,126,0.0,0.0,NEUTRAL,1,0,0,0,11.7962,0.0,0.0,0.0,,,2026-06-03
SOYB,252,0.0,0.0,NEUTRAL,7,2,0,0,93.8347,18.5776,0.0,0.0,,,2026-06-03
SOYB,300,0.0,0.0,NEUTRAL,23,8,0,0,345.7033,80.832,0.0,0.0,,,2026-06-03
SPY,126,0.0,0.0,NEUTRAL,0,2,0,0,0.0,19.6781,0.0,0.0,,,2026-06-03
SPY,252,0.0,0.0,NEUTRAL,1,5,0,0,9.2695,74.2266,0.0,0.0,,,2026-06-03
SPY,300,0.0,0.0,NEUTRAL,1,5,0,0,9.4548,77.8536,0.0,0.0,,,2026-06-03
TIP,63,0.0,0.0,NEUTRAL,2,0,0,0,25.0217,0.0,0.0,0.0,,,2026-06-03
TIP,126,0.0,0.0,NEUTRAL,2,0,0,0,21.6175,0.0,0.0,0.0,,,2026-06-03
TIP,252,41.1971,0.3145,BULLISH,6,5,3,0,73.7642,57.2078,41.1971,0.0,"SLV(t=252,q=0.95) & SI=F(t=252,q=0.95) CPE=0.927 lift=3.71 n=137 | SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=0.974 lift=3.25 n=116 | SLV(t=300,q=0.95) & SI=F(t=252,q=0.95) CPE=1.000 lift=2.00 n=102",,2026-06-03
TIP,300,15.116,0.1776,BULLISH,1,7,1,0,15.116,69.9776,15.116,0.0,"SLV(t=300,q=0.95) & SI=F(t=252,q=0.95) CPE=0.990 lift=3.30 n=102",,2026-06-03
TLH,63,0.0,0.0,NEUTRAL,1,0,0,0,8.7836,0.0,0.0,0.0,,,2026-06-03
TLH,126,0.0,0.0,NEUTRAL,4,0,0,0,38.0121,0.0,0.0,0.0,,,2026-06-03
TLH,252,34.3715,0.2799,BULLISH,9,0,2,0,122.7865,0.0,34.3715,0.0,"SLV(t=252,q=0.95) & SI=F(t=252,q=0.95) CPE=0.861 lift=4.31 n=137 | SLV(t=252,q=0.95) & SI=F(t=252,q=0.95) CPE=0.905 lift=3.62 n=137",,2026-06-03
TLH,300,0.0,0.0,NEUTRAL,8,2,0,0,83.752,18.4999,0.0,0.0,,,2026-06-03
TLT,252,78.0612,0.4858,BULLISH,10,2,5,0,127.0484,33.6299,78.0612,0.0,"SLV(t=252,q=0.95) & SI=F(t=252,q=0.95) CPE=0.942 lift=4.71 n=137 | SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=1.000 lift=4.00 n=116 | SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=1.000 lift=3.33 n=116",,2026-06-03
TLT,300,0.0,0.0,NEUTRAL,9,8,0,0,104.7423,84.4392,0.0,0.0,,,2026-06-03
TSLA,63,0.0,0.0,NEUTRAL,1,1,0,0,8.2683,6.8746,0.0,0.0,,,2026-06-03
TSLA,126,0.0,0.0,NEUTRAL,0,10,0,0,0.0,111.8828,0.0,0.0,,,2026-06-03
TSLA,252,0.0,0.0,NEUTRAL,0,8,0,0,0.0,114.2374,0.0,0.0,,,2026-06-03
TSLA,300,0.0,0.0,NEUTRAL,3,3,0,0,28.5968,34.3335,0.0,0.0,,,2026-06-03
UDN,63,0.0,0.0,NEUTRAL,0,2,0,0,0.0,17.714,0.0,0.0,,,2026-06-03
UDN,126,0.0,0.0,NEUTRAL,3,0,0,0,33.353,0.0,0.0,0.0,,,2026-06-03
UDN,300,0.0,0.0,NEUTRAL,4,0,0,0,38.6577,0.0,0.0,0.0,,,2026-06-03
UGA,21,0.0,0.0,NEUTRAL,1,0,0,0,7.4233,0.0,0.0,0.0,,,2026-06-03
UGA,126,0.0,0.0,NEUTRAL,1,1,0,0,9.3322,7.9625,0.0,0.0,,,2026-06-03
UGA,252,0.0,0.0,NEUTRAL,15,1,0,0,249.0172,9.4724,0.0,0.0,,,2026-06-03
UGA,300,36.9407,0.1061,BULLISH,23,1,4,0,338.8835,9.2695,36.9407,0.0,"QQQ(t=300,q=0.95) & EWY(t=300,q=0.9) CPE=1.000 lift=2.00 n=102 | QQQ(t=300,q=0.95) & EWY(t=300,q=0.9) & EEM(t=300,q=0.9) CPE=1.000 lift=2.00 n=101 | QQQ(t=300,q=0.95) & EWY(t=300,q=0.9) & EEM(t=300,q=0.9) & DBB(t=300,q=0.9) CPE=1.000 lift=2.00 n=101",,2026-06-03
UNG,63,0.0,0.0,NEUTRAL,6,1,0,0,57.9587,9.2103,0.0,0.0,,,2026-06-03
UNG,126,0.0,0.0,NEUTRAL,1,21,0,0,11.2838,295.7406,0.0,0.0,,,2026-06-03
UNG,252,0.0,0.0,NEUTRAL,29,18,0,0,539.5165,258.2493,0.0,0.0,,,2026-06-03
UNG,300,0.0,0.0,NEUTRAL,25,19,0,0,483.7396,332.513,0.0,0.0,,,2026-06-03
UNI-USD,126,0.0,0.0,NEUTRAL,1,0,0,0,7.9271,0.0,0.0,0.0,,,2026-06-03
UNI-USD,252,0.0,0.0,NEUTRAL,2,0,0,0,16.9779,0.0,0.0,0.0,,,2026-06-03
UNI-USD,300,0.0,0.0,NEUTRAL,1,0,0,0,7.3733,0.0,0.0,0.0,,,2026-06-03
USMV,63,0.0,0.0,NEUTRAL,0,1,0,0,0.0,8.4429,0.0,0.0,,,2026-06-03
USMV,126,0.0,0.0,NEUTRAL,0,5,0,0,0.0,50.7842,0.0,0.0,,,2026-06-03
USMV,252,0.0,0.0,NEUTRAL,11,2,0,0,127.0245,21.7404,0.0,0.0,,,2026-06-03
USMV,300,0.0,0.0,NEUTRAL,20,2,0,0,268.8144,19.6674,0.0,0.0,,,2026-06-03
USO,126,0.0,0.0,NEUTRAL,6,0,0,0,61.3704,0.0,0.0,0.0,,,2026-06-03
USO,252,0.0,0.0,NEUTRAL,9,0,0,0,147.6993,0.0,0.0,0.0,,,2026-06-03
USO,300,0.0,0.0,NEUTRAL,25,0,0,0,390.2061,0.0,0.0,0.0,,,2026-06-03
UUP,63,0.0,0.0,NEUTRAL,3,1,0,0,30.1885,8.8456,0.0,0.0,,,2026-06-03
UUP,126,0.0,0.0,NEUTRAL,5,17,0,0,46.2491,219.0212,0.0,0.0,,,2026-06-03
UUP,252,0.0,0.0,NEUTRAL,4,23,0,0,40.0405,431.2096,0.0,0.0,,,2026-06-03
UUP,300,0.0,0.0,NEUTRAL,13,14,0,0,150.3595,170.9452,0.0,0.0,,,2026-06-03
VCIT,63,0.0,0.0,NEUTRAL,2,0,0,0,17.1218,0.0,0.0,0.0,,,2026-06-03
VCIT,126,0.0,0.0,NEUTRAL,3,0,0,0,29.9278,0.0,0.0,0.0,,,2026-06-03
VCIT,252,0.0,0.0,NEUTRAL,12,1,0,0,175.4494,9.2695,0.0,0.0,,,2026-06-03
VCIT,300,0.0,0.0,NEUTRAL,8,1,0,0,134.074,9.0695,0.0,0.0,,,2026-06-03
VCLT,63,-14.1571,-0.4068,BEARISH,2,2,0,2,20.6403,14.1571,0.0,14.1571,,"FBTC(t=300,q=0.5) & IBIT(t=300,q=0.5) CPE=0.866 lift=1.73 n=112 | FBTC(t=300,q=0.5) & IBIT(t=300,q=0.5) & BITB(t=300,q=0.5) CPE=0.866 lift=1.73 n=112",2026-06-03
VCLT,126,0.0,0.0,NEUTRAL,4,0,0,0,50.6787,0.0,0.0,0.0,,,2026-06-03
VCLT,252,42.7823,0.2472,BULLISH,10,1,2,0,161.6964,11.3629,42.7823,0.0,"SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=1.000 lift=5.00 n=116 | SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=1.000 lift=4.00 n=116",,2026-06-03
VCLT,300,23.768,0.1036,BULLISH,12,1,1,0,220.2362,9.2302,23.768,0.0,"SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=1.000 lift=5.00 n=116",,2026-06-03
VCSH,21,0.0,0.0,NEUTRAL,2,0,0,0,12.6812,0.0,0.0,0.0,,,2026-06-03
VCSH,63,0.0,0.0,NEUTRAL,4,0,0,0,35.153,0.0,0.0,0.0,,,2026-06-03
VCSH,126,0.0,0.0,NEUTRAL,3,0,0,0,31.0118,0.0,0.0,0.0,,,2026-06-03
VCSH,252,0.0,0.0,NEUTRAL,8,1,0,0,95.0818,9.0905,0.0,0.0,,,2026-06-03
VCSH,300,0.0,0.0,NEUTRAL,6,0,0,0,68.1591,0.0,0.0,0.0,,,2026-06-03
VEA,126,0.0,0.0,NEUTRAL,1,0,0,0,9.437,0.0,0.0,0.0,,,2026-06-03
VEA,252,0.0,0.0,NEUTRAL,10,0,0,0,141.1483,0.0,0.0,0.0,,,2026-06-03
VEA,300,0.0,0.0,NEUTRAL,8,0,0,0,92.8185,0.0,0.0,0.0,,,2026-06-03
VT,126,0.0,0.0,NEUTRAL,1,0,0,0,10.4253,0.0,0.0,0.0,,,2026-06-03
VT,252,0.0,0.0,NEUTRAL,5,1,0,0,92.7099,9.0686,0.0,0.0,,,2026-06-03
VT,300,0.0,0.0,NEUTRAL,5,0,0,0,92.2206,0.0,0.0,0.0,,,2026-06-03
VTI,126,0.0,0.0,NEUTRAL,0,1,0,0,0.0,8.8573,0.0,0.0,,,2026-06-03
VTI,252,0.0,0.0,NEUTRAL,1,4,0,0,9.84,61.3932,0.0,0.0,,,2026-06-03
VTI,300,0.0,0.0,NEUTRAL,5,6,0,0,47.631,78.8605,0.0,0.0,,,2026-06-03
VTV,126,0.0,0.0,NEUTRAL,2,2,0,0,20.8634,20.4883,0.0,0.0,,,2026-06-03
VTV,252,0.0,0.0,NEUTRAL,0,4,0,0,0.0,41.5293,0.0,0.0,,,2026-06-03
VTV,300,0.0,0.0,NEUTRAL,18,3,0,0,248.2811,30.3742,0.0,0.0,,,2026-06-03
VUG,63,0.0,0.0,NEUTRAL,3,0,0,0,29.7427,0.0,0.0,0.0,,,2026-06-03
VUG,126,0.0,0.0,NEUTRAL,8,0,0,0,94.7334,0.0,0.0,0.0,,,2026-06-03
VUG,252,0.0,0.0,NEUTRAL,2,1,0,0,21.1416,11.44,0.0,0.0,,,2026-06-03
VUG,300,0.0,0.0,NEUTRAL,1,0,0,0,9.4548,0.0,0.0,0.0,,,2026-06-03
VWO,63,0.0,0.0,NEUTRAL,1,0,0,0,8.2916,0.0,0.0,0.0,,,2026-06-03
VWO,252,0.0,0.0,NEUTRAL,3,1,0,0,35.9284,9.4191,0.0,0.0,,,2026-06-03
VWO,300,0.0,0.0,NEUTRAL,0,1,0,0,0.0,9.401,0.0,0.0,,,2026-06-03
WEAT,63,0.0,0.0,NEUTRAL,4,0,0,0,45.1899,0.0,0.0,0.0,,,2026-06-03
WEAT,126,0.0,0.0,NEUTRAL,12,5,0,0,135.379,46.3097,0.0,0.0,,,2026-06-03
WEAT,252,-19.0144,-0.0783,BEARISH,6,13,0,2,99.9021,143.0852,0.0,19.0144,,"AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) CPE=1.000 lift=2.00 n=116 | AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) & SOL-USD(t=252,q=0.8) CPE=1.000 lift=2.00 n=116",2026-06-03
WEAT,300,0.0,0.0,NEUTRAL,24,11,0,0,470.5626,147.8077,0.0,0.0,,,2026-06-03
XBI,63,0.0,0.0,NEUTRAL,0,1,0,0,0.0,6.8583,0.0,0.0,,,2026-06-03
XBI,126,0.0,0.0,NEUTRAL,2,1,0,0,18.7096,9.3255,0.0,0.0,,,2026-06-03
XBI,252,0.0,0.0,NEUTRAL,4,1,0,0,42.2765,11.5629,0.0,0.0,,,2026-06-03
XBI,300,0.0,0.0,NEUTRAL,8,10,0,0,99.6049,104.7822,0.0,0.0,,,2026-06-03
XLB,126,0.0,0.0,NEUTRAL,2,0,0,0,21.0719,0.0,0.0,0.0,,,2026-06-03
XLB,252,0.0,0.0,NEUTRAL,5,0,0,0,46.3644,0.0,0.0,0.0,,,2026-06-03
XLB,300,0.0,0.0,NEUTRAL,2,2,0,0,20.6094,17.3434,0.0,0.0,,,2026-06-03
XLC,63,0.0,0.0,NEUTRAL,0,3,0,0,0.0,26.7557,0.0,0.0,,,2026-06-03
XLC,126,0.0,0.0,NEUTRAL,3,5,0,0,32.0647,73.6485,0.0,0.0,,,2026-06-03
XLC,252,0.0,0.0,NEUTRAL,2,2,0,0,22.2531,26.0907,0.0,0.0,,,2026-06-03
XLC,300,0.0,0.0,NEUTRAL,1,0,0,0,9.2103,0.0,0.0,0.0,,,2026-06-03
XLE,252,0.0,0.0,NEUTRAL,10,5,0,0,123.5708,73.2458,0.0,0.0,,,2026-06-03
XLE,300,0.0,0.0,NEUTRAL,23,4,0,0,341.6393,53.7149,0.0,0.0,,,2026-06-03
XLF,63,0.0,0.0,NEUTRAL,1,0,0,0,7.8268,0.0,0.0,0.0,,,2026-06-03
XLF,252,0.0,0.0,NEUTRAL,2,2,0,0,20.8563,18.6547,0.0,0.0,,,2026-06-03
XLF,300,0.0,0.0,NEUTRAL,18,3,0,0,268.4827,28.9335,0.0,0.0,,,2026-06-03
XLI,126,0.0,0.0,NEUTRAL,2,1,0,0,20.9428,8.1383,0.0,0.0,,,2026-06-03
XLI,252,0.0,0.0,NEUTRAL,2,5,0,0,21.7834,69.1477,0.0,0.0,,,2026-06-03
XLI,300,0.0,0.0,NEUTRAL,11,5,0,0,174.8158,76.1525,0.0,0.0,,,2026-06-03
XLK,63,0.0,0.0,NEUTRAL,4,0,0,0,41.0399,0.0,0.0,0.0,,,2026-06-03
XLK,126,0.0,0.0,NEUTRAL,6,5,0,0,84.3515,71.5825,0.0,0.0,,,2026-06-03
XLK,252,0.0,0.0,NEUTRAL,3,5,0,0,44.0495,77.1442,0.0,0.0,,,2026-06-03
XLK,300,0.0,0.0,NEUTRAL,0,5,0,0,0.0,77.8536,0.0,0.0,,,2026-06-03
XLP,63,0.0,0.0,NEUTRAL,2,0,0,0,17.6001,0.0,0.0,0.0,,,2026-06-03
XLP,126,0.0,0.0,NEUTRAL,0,1,0,0,0.0,8.666,0.0,0.0,,,2026-06-03
XLP,252,0.0,0.0,NEUTRAL,16,6,0,0,226.1374,64.9825,0.0,0.0,,,2026-06-03
XLP,300,0.0,0.0,NEUTRAL,20,5,0,0,296.5602,69.243,0.0,0.0,,,2026-06-03
XLRE,63,0.0,0.0,NEUTRAL,11,0,0,0,111.5778,0.0,0.0,0.0,,,2026-06-03
XLRE,126,11.3629,0.5502,BULLISH,1,1,1,0,11.3629,9.2888,11.3629,0.0,"XBI(t=252,q=0.9) & SPY(t=252,q=0.8) CPE=0.990 lift=2.48 n=103",,2026-06-03
XLRE,252,9.2302,0.0991,BULLISH,5,4,1,0,54.5342,38.5923,9.2302,0.0,"ICLN(t=300,q=0.9) & SI=F(t=300,q=0.8) CPE=1.000 lift=2.00 n=101",,2026-06-03
XLRE,300,0.0,0.0,NEUTRAL,5,2,0,0,64.7707,18.556,0.0,0.0,,,2026-06-03
XLU,63,0.0,0.0,NEUTRAL,0,4,0,0,0.0,38.218,0.0,0.0,,,2026-06-03
XLU,126,0.0,0.0,NEUTRAL,0,5,0,0,0.0,60.4256,0.0,0.0,,,2026-06-03
XLU,252,0.0,0.0,NEUTRAL,0,9,0,0,0.0,123.9626,0.0,0.0,,,2026-06-03
XLU,300,9.0215,0.0675,BULLISH,1,9,1,0,9.0215,124.5324,9.0215,0.0,"SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=0.974 lift=1.95 n=116",,2026-06-03
XLV,126,-88.1169,-0.5036,BEARISH,8,8,0,8,86.8486,88.1169,0.0,88.1169,,"IBIT(t=126,q=0.6) & FBTC(t=126,q=0.6) CPE=0.809 lift=3.24 n=110 | IBIT(t=126,q=0.6) & FBTC(t=126,q=0.6) & BITB(t=126,q=0.6) CPE=0.809 lift=3.24 n=110 | IBIT(t=126,q=0.6) & BITB(t=126,q=0.6) CPE=0.882 lift=2.94 n=110",2026-06-03
XLV,252,0.0,0.0,NEUTRAL,14,3,0,0,201.7399,25.5092,0.0,0.0,,,2026-06-03
XLV,300,0.0,0.0,NEUTRAL,15,0,0,0,344.7185,0.0,0.0,0.0,,,2026-06-03
XLY,63,0.0,0.0,NEUTRAL,2,0,0,0,18.3027,0.0,0.0,0.0,,,2026-06-03
XLY,126,0.0,0.0,NEUTRAL,8,0,0,0,93.978,0.0,0.0,0.0,,,2026-06-03
XLY,252,0.0,0.0,NEUTRAL,16,1,0,0,197.0192,11.0078,0.0,0.0,,,2026-06-03
XLY,300,0.0,0.0,NEUTRAL,24,0,0,0,370.4435,0.0,0.0,0.0,,,2026-06-03
XOM,126,0.0,0.0,NEUTRAL,0,1,0,0,0.0,10.9671,0.0,0.0,,,2026-06-03
XOM,252,0.0,0.0,NEUTRAL,3,6,0,0,30.4032,72.2096,0.0,0.0,,,2026-06-03
XOM,300,0.0,0.0,NEUTRAL,24,8,0,0,365.3402,90.9207,0.0,0.0,,,2026-06-03
XRP-USD,63,-12.6544,-1.0,BEARISH,0,2,0,2,0.0,12.6544,0.0,12.6544,,"FBTC(t=252,q=0.6) & IBIT(t=252,q=0.6) CPE=0.811 lift=1.62 n=122 | FBTC(t=252,q=0.6) & IBIT(t=252,q=0.6) & BITB(t=252,q=0.6) CPE=0.811 lift=1.62 n=122",2026-06-03
XRP-USD,126,-89.5413,-1.0,BEARISH,0,8,0,8,0.0,89.5413,0.0,89.5413,,"IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.918 lift=3.06 n=122 | IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) & BITB(t=252,q=0.5) CPE=0.918 lift=3.06 n=122 | IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.803 lift=3.21 n=122",2026-06-03
XRP-USD,252,0.0,0.0,NEUTRAL,10,1,0,0,116.2956,8.5495,0.0,0.0,,,2026-06-03
XRP-USD,300,0.0,0.0,NEUTRAL,4,1,0,0,49.2884,9.5072,0.0,0.0,,,2026-06-03
ZARUSD=X,126,0.0,0.0,NEUTRAL,1,1,0,0,9.2888,9.0905,0.0,0.0,,,2026-06-03
ZARUSD=X,252,0.0,0.0,NEUTRAL,6,7,0,0,72.3149,76.7781,0.0,0.0,,,2026-06-03
ZARUSD=X,300,0.0,0.0,NEUTRAL,8,2,0,0,103.1117,21.5897,0.0,0.0,,,2026-06-03
ZC=F,126,0.0,0.0,NEUTRAL,0,4,0,0,0.0,33.0566,0.0,0.0,,,2026-06-03
ZC=F,252,9.8545,0.0525,BULLISH,1,14,1,0,9.8545,178.0151,9.8545,0.0,"GOOGL(t=252,q=0.95) & EEM(t=252,q=0.9) CPE=1.000 lift=2.00 n=138",,2026-06-03
ZC=F,300,9.6566,0.0631,BULLISH,1,12,1,0,9.6566,143.3722,9.6566,0.0,"GOOGL(t=300,q=0.95) & EEM(t=300,q=0.9) CPE=1.000 lift=2.00 n=125",,2026-06-03
ZROZ,21,0.0,0.0,NEUTRAL,1,0,0,0,6.5399,0.0,0.0,0.0,,,2026-06-03
ZROZ,63,0.0,0.0,NEUTRAL,4,0,0,0,48.6119,0.0,0.0,0.0,,,2026-06-03
ZROZ,126,0.0,0.0,NEUTRAL,5,0,0,0,73.4349,0.0,0.0,0.0,,,2026-06-03
ZROZ,252,15.4164,0.0489,NEUTRAL,16,4,1,0,270.0982,45.1587,15.4164,0.0,"SLV(t=300,q=0.95) & SI=F(t=252,q=0.95) CPE=1.000 lift=3.33 n=102",,2026-06-03
ZROZ,300,0.0,0.0,NEUTRAL,15,4,0,0,216.6892,41.714,0.0,0.0,,,2026-06-03
ZS=F,126,0.0,0.0,NEUTRAL,3,1,0,0,31.6574,8.2206,0.0,0.0,,,2026-06-03
ZS=F,252,0.0,0.0,NEUTRAL,9,7,0,0,128.877,70.0077,0.0,0.0,,,2026-06-03
ZS=F,300,0.0,0.0,NEUTRAL,7,18,0,0,109.0172,250.9254,0.0,0.0,,,2026-06-03
ZW=F,126,0.0,0.0,NEUTRAL,2,7,0,0,18.4605,68.0867,0.0,0.0,,,2026-06-03
ZW=F,252,-11.4498,-0.0352,NEUTRAL,2,22,1,2,21.5285,304.1057,12.3181,23.768,"GOOGL(t=252,q=0.95) & EEM(t=252,q=0.9) CPE=1.000 lift=2.50 n=138","AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) CPE=1.000 lift=2.50 n=116 | AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) & SOL-USD(t=252,q=0.8) CPE=1.000 lift=2.50 n=116",2026-06-03
ZW=F,300,0.0,0.0,NEUTRAL,7,25,0,0,71.9996,374.4304,0.0,0.0,,,2026-06-03
